cointegration_flag,p_value,t_value,critical_value,hedge_ratio,zero_crossings,latest_zscore,symbol_1,symbol_2,score_p,score_z,score_cross,score_hedge,score_t,final_score
1,0.0,-7.2615,-3.367,1.0055,32,-0.5013,DASHUSDT,AVAXUSDT,1.0,0.17691271360703392,0.27102803738317754,0.9203665686724712,1.0,1.0055496327861226
1,0.0,-5.3332,-3.367,0.0784,26,0.2442,BATUSDT,SUSHIUSDT,1.0,0.08576189463234772,0.21495327102803738,0.9913627449247738,0.50443319369844,0.9363708285387866
1,0.0,-5.3027,-3.367,0.0043,54,0.4739,ADAUSDT,SOLUSDT,1.0,0.16719846841097635,0.4766355140186916,0.9995089913997366,0.4965947932461257,0.9346872227185509
1,0.0004,-4.7939,-3.367,0.4089,15,-0.2647,ADAUSDT,CRVUSDT,0.9912472647702416,0.09302985180458057,0.11214953271028037,0.9607711795122537,0.3658348538973555,0.89584259790591
1,0.0008,-4.6032,-3.367,0.0066,55,-0.2802,RLCUSDT,SOLUSDT,0.9824945295404809,0.09852513649578103,0.48598130841121495,0.9992472211695169,0.3168255763151808,0.8935889393140226
